latitude,longitude,name,desc,color,source,precision
33.4638351,-88.8163056,"100 E. Main St., Starkville, MS","100 E Main St, Starkville, MS 39759",,Bing Maps,address
45.6796494,-111.0329208,"241 East Main St, Bozeman, MT","241 E Main St, Bozeman, MT 59715",,Bing Maps,address
47.5930068,-115.3407651,"219 Main Street West, Thompson Falls, MT","219 Main St W, Thompson Falls, MT 59873",,Bing Maps,address
35.5948643,-82.5552171,"19 Wall St., Asheville, NC","19 Wall St, Asheville, NC 28801",,Bing Maps,address
35.5941162,-82.555336,"92 Patton Ave. , Asheville, NC","92 Patton Ave, Asheville, NC 28801",,Bing Maps,address
35.5945396,-82.5553665,"24 Wall Street, Asheville, NC","24 Wall St, Asheville, NC 28801",,Bing Maps,address
35.5945396,-82.5553665,"87 Patton Ave., Asheville, NC","87 Patton Ave, Asheville, NC 28801",,Bing Maps,address
35.5779717,-82.5933172,"747 Haywood rd, asheville, NC","747 Haywood Rd, Asheville, NC 28806",,Bing Maps,address
35.5966492,-82.5513916,"29 N Market St , asheville, NC","29 N Market St, Asheville, NC 28801",,Bing Maps,address
,,"41 N Lexington Ave Asheville, NC 28801, Asheville, NC",-,,Bing Maps,
35.5953558,-82.5531987,"48 College St. , Asheville, NC","48 College St, Asheville, NC 28801",,Bing Maps,address
35.5938187,-82.5520782,"32 South Lexington Avenue, Asheville, NC","32 S Lexington Ave, Asheville, NC 28801",,Bing Maps,address
35.5982807,-82.5538384,"112 N Lexington Ave, Asheville, NC","112 N Lexington Ave, Asheville, NC 28801",,Bing Maps,address
35.5956078,-82.5527191,"18 n. Lexington ave, Asheville, NC","18 N Lexington Ave, Asheville, NC 28801",,Bing Maps,address
35.5982217,-82.5538183,"106 N. Lexington Ave., Asheville, NC","106 N Lexington Ave, Asheville, NC 28801",,Bing Maps,address
35.5852063,-82.5657763,"37 Paynes way, Asheville, NC","37 Paynes Way, Asheville, NC 28801",,Bing Maps,address
35.5953591,-82.5518697,"7 Pack Sq., Asheville, NC","7 Pack Sq, Asheville, NC 28801",,Bing Maps,address
35.14579,-80.830329,"4905 Ashley Park Lane Suite D, Charlotte, NC","4905 Ashley Park Ln, Charlotte, NC 28210",,Bing Maps,address
35.1729649,-80.8460954,"512 Brandywine Rd, Charlotte , NC","512 Brandywine Rd, Charlotte, NC 28209",,Bing Maps,address
35.2210274,-80.817436,"1226 Central Avenue , Charlotte , NC","1226 Central Ave, Charlotte, NC 28204",,Bing Maps,address
35.4999771,-80.8484726,"131 N Main St, Davidson, NC","131 N Main St, Davidson, NC 28036",,Bing Maps,address
35.7768696,-78.6390243,"16 E. Martin St., Raleigh, NC","16 E Martin St, Raleigh, NC 27601",,Bing Maps,address
35.7779655,-78.6389542,"207 Fayetteville st , raleigh, NC","207 Fayetteville St, Raleigh, NC 27601",,Bing Maps,address
35.7770576,-78.6380386,"237 S. Wilmington St., Raleigh, NC","237 S Wilmington St, Raleigh, NC 27601",,Bing Maps,address
35.7772636,-78.6369247,"222 S Blount st, Raleigh, NC","222 S Blount St, Raleigh, NC 27601",,Bing Maps,address
41.255535,-95.9361899,"1516 Howard Street, Omaha, NE","1516 Howard St, Omaha, NE 68102",,Bing Maps,address
40.2166732,-74.0085559,"508 Cookman Ave, Asbury park, NJ","508 Cookman Ave, Asbury Park, NJ 07712",,Bing Maps,address
40.2162856,-74.0095724,"550 Cookman Ave, Asbury Park, NJ","550 Cookman Ave, Asbury Park, NJ 07712",,Bing Maps,address
40.2164492,-74.0094168,"531 Cookman Ave/, Asbury Park, NJ","531 Cookman Ave, Asbury Park, NJ 07712",,Bing Maps,address
40.369884,-74.092776,"The Princeton, Avalon, NJ","Princeton St, Red Bank, NJ 07701",,Bing Maps,street
,,"The Circle Tavern, Avalon, NJ",-,,Bing Maps,
39.1022148,-74.7185822,"225 21st Street, Avalon, NJ","225 21st St, Avalon, NJ 08202",,Bing Maps,address
39.5656776,-74.2434921,"100 N. Pennsylvania Ave, Beach Haven, Nj","100 N Pennsylvania Ave, Beach Haven, NJ 08008",,Bing Maps,address
40.7192421,-74.5606384,"107 Morristown Road, Bernardsville, NJ","107 Morristown Rd, Bernardsville, NJ 07924",,Bing Maps,address
40.7176819,-74.5711975,"45 Mine Brook Rd, Bernardsville, NJ","45 Minebrook Rd, Bernardsville, NJ 07924",,Bing Maps,address
40.7176819,-74.5711975,"45 Mine Brook Rd, Bernardsville, NJ","45 Minebrook Rd, Bernardsville, NJ 07924",,Bing Maps,address
40.5609055,-74.5465088,"525 Talmage Ave, Bound brook, NJ","525 Talmage Ave, Bound Brook, NJ 08805",,Bing Maps,address
40.2052002,-74.0169754,"800 Main Street, Bradley Beach, NJ","800 Main St, Bradley Beach, NJ 07720",,Bing Maps,address
39.9963989,-74.9951477,"901 Route 130, Cinnaminson, NJ","901 Route 130, Riverton, NJ 08077",,Bing Maps,address
40.0109558,-74.9655228,"2929 route 130 south, Delran, Nj","2929 HIGHWAY 130 S, Delran Township, NJ 08075",,Bing Maps,address
40.8055354,-73.9919255,"115 River Rd,, Edgewater, NJ","115 River Rd, Edgewater, NJ 07020",,Bing Maps,address
40.0566311,-74.8881997,"4303 route 130 south, Edgewater Park, NJ","4303 Route 130 S, Burlington, NJ 08016",,Bing Maps,address
39.735338,-75.1141939,"900 Delsea Dr, Glassboro, NJ","900 Delsea Dr, Glassboro, NJ 08071",,Bing Maps,address
40.1387825,-74.6769104,"Giumarello's , Haddonfield , Nj",New Jersey,,Bing Maps,state/province
40.721286,-74.044075,"8 Erie St, NJ , Jersey City, NJ","8 Erie St, Jersey City, NJ 07302",,Bing Maps,address
40.7212868,-74.044075,"8 Erie St, Jersey City, NJ","8 Erie St, Jersey City, NJ 07302",,Bing Maps,address
40.7201084,-74.0432683,"125 Newark Avenue, Jersey City, NJ","125 Newark Ave, Jersey City, NJ 07302",,Bing Maps,address
40.724245,-74.0360545,"475 washington blvd, Jersey City, NJ","475 Washington Blvd, Jersey City, NJ 07310",,Bing Maps,address
40.7212868,-74.044075,"8 Erie Street, Jersey City, NJ","8 Erie St, Jersey City, NJ 07302",,Bing Maps,address
40.7212868,-74.044075,"8 Erie Street , Jersey City , NJ","8 Erie St, Jersey City, NJ 07302",,Bing Maps,address
40.721286,-74.044075,"8 Erie St , Jersey City , NJ","8 Erie St, Jersey City, NJ 07302",,Bing Maps,address
,,"The Gateway Inn, Long Beach Island , Nj",-,,Bing Maps,
40.8113913,-74.1233551,"439 valley brook, lyndhurst, NJ","439 Valley Brook Ave, Lyndhurst, NJ 07071",,Bing Maps,address
39.6739616,-74.2207642,"1201 east Bay Avenue, Manahawkin, NJ","1201 E Bay Ave, Manahawkin, NJ 08050",,Bing Maps,address
39.655941,-74.1884613,"2500 E Bay Ava , Manahawkin, NJ","2500 E Bay Ave, Manahawkin, NJ 08050",,Bing Maps,address
39.6964912,-74.2583389,"The Dutchman, Manahawkin , NJ","Manahawkin, NJ",,Bing Maps,city/town
40.1299858,-74.0432281,"153 Sea Girt Ave, Manasquan, NJ","153 Sea Girt Ave, Manasquan, NJ 08736",,Bing Maps,address
,,"400 Rt 38 Moorestown Mall, Ste 1367, Moorestown, NJ",-,,Bing Maps,
40.6674512,-74.3504168,"899 Mountain Avenue, Mountainside, NJ","899 Mountain Ave, Mountainside, NJ 07092",,Bing Maps,address
40.2028656,-74.0216064,"1129 5th Avenue, Neptune, NJ","1129 5th Ave, Neptune City, NJ 07753",,Bing Maps,address
40.4946861,-74.4406662,"29 dennis street, new brunswick, NJ","29 Dennis St, New Brunswick, NJ 08901",,Bing Maps,address
40.4968775,-74.4422027,"78 Albany Street, New Brunswick, NJ","78 Albany St, New Brunswick, NJ 08901",,Bing Maps,address
40.4935147,-74.4439394,"5 Livingston Avenue, New Brunswick, NJ","5 Livingston Ave, New Brunswick, NJ 08901",,Bing Maps,address
40.4935864,-74.4438529,"3 Livingston Ave, New Brunswick, NJ","3 Livingston Ave, New Brunswick, NJ 08901",,Bing Maps,address
40.8121529,-74.1833115,"2 East Passaic Avenue, Nutley, NJ","2 E Passaic Ave, Nutley, NJ 07110",,Bing Maps,address
40.815635,-74.162536,"223 n franklin avenue, nutley, NJ","223 Franklin Ave, Nutley, NJ 07110",,Bing Maps,address
39.9514427,-75.0651932,"2545 45th st , Pennsauken, NJ","2545 45th St, Pennsauken, NJ 08110",,Bing Maps,address
39.73397,-75.148597,"692Lambs Road, Pitman, NJ","692 Lambs Rd, Pitman, NJ 08071",,Bing Maps,address
40.0722885,-74.0709991,"Europa South Recipe, Point Pleasant , NJ","Point Pleasant, NJ",,Bing Maps,city/town
40.8578491,-74.0251007,"228 main street, ridgefield park, NJ","228 Main St, Ridgefield Park, NJ 07660",,Bing Maps,address
39.7501297,-75.1123117,"590 Delsea Dr , Sewell, NJ","590 Delsea Dr, Sewell, NJ 08080",,Bing Maps,address
39.6467031,-74.178109,"1302 Long Beach Blvd, Ship Bottom, NJ","1302 Long Beach Blvd, Ship Bottom, NJ 08008",,Bing Maps,address
40.673542,-74.4941483,"227 main ave, stirling, NJ","227 Main Ave, Stirling, NJ 07980",,Bing Maps,address
,,"North Side Bar and Grill, Surf City, NJ",-,,Bing Maps,
39.9528809,-74.1937866,"The Office Lounge, Toms River, NJ","Toms River, NJ",,Bing Maps,city/town
39.9528809,-74.1937866,"3410 NJ-37, Toms River, NJ","Toms River, NJ",,Bing Maps,city/town
,,"Levari's Seafood and Grille, Tuckahoe, NJ",-,,Bing Maps,
40.8920038,-74.1751928,"191 Valley Rd, Wood Ridge, NJ","191 Valley Rd, Clifton, NJ 07013",,Bing Maps,address
36.0354424,-114.9854126,"23 South Water Street, Henderson, NV","23 S Water St, Henderson, NV 89015",,Bing Maps,address
36.0002815,-115.1036089,"2654 West Horizon Ridge Parkway, Henderson, NV","2654 W Horizon Ridge Pkwy, Henderson, NV 89052",,Bing Maps,address
36.0002815,-115.1036089,"2654 West Horizon Ridge Parkway, Suite B5, henderson, NV","2654 W Horizon Ridge Pkwy, Henderson, NV 89052",,Bing Maps,address
36.1120262,-115.1769409,"3600 Las Vegas Blvd South, Las Vegas, NV","3600 S Las Vegas Blvd, Las Vegas, NV 89109",,Bing Maps,address
36.1301346,-115.3311996,"10903 Pumpkin Ridge St, Las Vegas, NV","10903 Pumpkin Ridge Ave, Las Vegas, NV 89135",,Bing Maps,address
36.1024857,-115.1714935,"3799 Las Vegas Boulevard South, Las Vegas, NV","3799 S Las Vegas Blvd, Las Vegas, NV 89109",,Bing Maps,address
36.1223946,-115.1687317,"3325 Las Vegas Blvd South, Las Vegas, NV","3325 S Las Vegas Blvd, Las Vegas, NV 89109",,Bing Maps,address
36.1035385,-115.1763382,"3770 Las Vegas Blvd South, Las Vegas, NV","3770 S Las Vegas Blvd, Las Vegas, NV 89109",,Bing Maps,address
36.1242638,-115.1681366,"3327 Las Vegas Blvd South, Las Vegas, NV","3327 S Las Vegas Blvd, Las Vegas, NV 89109",,Bing Maps,address
36.1219834,-115.1714064,"3355 Las Vegas Blvd South, Las Vegas, NV","3355 S Las Vegas Blvd, Las Vegas, NV 89109",,Bing Maps,address
36.1024857,-115.1714935,"3799 Las Vegas Blvd South, Las Vegas, NV","3799 S Las Vegas Blvd, Las Vegas, NV 89109",,Bing Maps,address
36.1694518,-115.1406569,"111 Las Vegas Blvd. , Las Vegas, NV","111 N Las Vegas Blvd, Las Vegas, NV 89101",,Bing Maps,address
36.1317711,-115.1628189,"99 Convention Center Drive, Las Vegas, NV","99 Convention Center Dr, Las Vegas, NV 89109",,Bing Maps,address
36.1677606,-115.1445602,"302 3rd St., Las Vegas, NV","302 S 3rd St, Las Vegas, NV 89101",,Bing Maps,address
36.0446205,-115.2483063,"302 Carson St., Las Vegas, NV","Carson Creek St, Las Vegas, NV 89113",,Bing Maps,street
36.109607,-115.154434,"4455 Paradise Rd., Las Vegas, NV","4455 Paradise Rd, Las Vegas, NV 89169",,Bing Maps,address
36.169174,-115.139793,"516 east Fremont , Las Vegas, NV","516 Fremont St, Las Vegas, NV 89101",,Bing Maps,address
36.1671511,-115.2875327,"440 S. Rampart , Las Vegas, NV","440 S Rampart Blvd, Las Vegas, NV 89145",,Bing Maps,address
36.1219834,-115.1714064,"3355 Las Vegas Blvd South, Las Vegas, NV","3355 S Las Vegas Blvd, Las Vegas, NV 89109",,Bing Maps,address
36.0690956,-115.1725658,"6599 S Las Vegas Blvd , Las Vegas, NV","6599 S Las Vegas Blvd, Las Vegas, NV 89119",,Bing Maps,address
36.1219834,-115.1714064,"3355 South Las Vegas Boulevard, Las Vegas, NV","3355 S Las Vegas Blvd, Las Vegas, NV 89109",,Bing Maps,address
36.16753,-115.138442,"707 Fremont Street   Suite 1120, Las Vegas, NV","707 Fremont St, Las Vegas, NV 89101",,Bing Maps,address
36.1566277,-115.154068,"1218 S Main Street, Las Vegas, NV","1218 S Main St, Las Vegas, NV 89104",,Bing Maps,address
36.169296,-115.140037,"508 east fremont st, Las Vegas, NV","508 Fremont St, Las Vegas, NV 89101",,Bing Maps,address
36.1666908,-115.1354065,"917 Fremont Street, Las Vegas, Nv","917 Fremont St, Las Vegas, NV 89101",,Bing Maps,address
36.1433105,-115.1747513,"2411 W Sahara Ave, Las Vegas, NV","2411 W Sahara Ave, Las Vegas, NV 89102",,Bing Maps,address
36.1719093,-115.1399689,"525 E Fremont St. , Las Vegas, NV","Las Vegas, NV",,Bing Maps,city/town
36.1719093,-115.1399689,"525 E Fremont St., Las Vegas, NV","Las Vegas, NV",,Bing Maps,city/town
,,"Canaletto Ristorante Veneto, The Venetian Resort-Hotel-Casino, Suite 2440, Las Vegas, NV",-,,Bing Maps,
,,"New York-New York Hotel and Casino, Suite 13, Las Vegas, NV",-,,Bing Maps,
36.1098213,-115.1760483,"3708 Las Vegas Blvd S, Las Vegas, NV","3708 S Las Vegas Blvd, Las Vegas, NV 89109",,Bing Maps,address
36.1187057,-115.1864548,"3700 West Flamingo Road, Las Vegas, NV","3700 W Flamingo Rd, Las Vegas, NV 89103",,Bing Maps,address
36.1187057,-115.1864548,"3700 West Flamingo Road, Las Vegas, NV","3700 W Flamingo Rd, Las Vegas, NV 89103",,Bing Maps,address
36.1187057,-115.1864548,"3700 West Flamingo Road, Las Vegas, NV","3700 W Flamingo Rd, Las Vegas, NV 89103",,Bing Maps,address
36.2196057,-115.0903635,"3475 Las Vegas Blvd, Las Vegas, NV","3475 N Las Vegas Blvd, Las Vegas, NV 89115",,Bing Maps,address
36.2196057,-115.0903635,"3475 Las Vegas Blvd, Las Vegas, NV","3475 N Las Vegas Blvd, Las Vegas, NV 89115",,Bing Maps,address
36.2196057,-115.0903635,"3475 Las Vegas Blvd, Las Vegas, NV","3475 N Las Vegas Blvd, Las Vegas, NV 89115",,Bing Maps,address
36.2196057,-115.0903635,"3475 Las Vegas Blvd, Las Vegas, NV","3475 N Las Vegas Blvd, Las Vegas, NV 89115",,Bing Maps,address
36.2205811,-115.0897598,"3545 Las Vegas Blvd, Las Vegas, NV","3545 N Las Vegas Blvd, Las Vegas, NV 89115",,Bing Maps,address
36.1719093,-115.1399689,"Ceasars.com, Las Vegas, NV","Las Vegas, NV",,Bing Maps,city/town
36.2205811,-115.0897598,"3545 Las Vegas Blvd, Las Vegas, NV","3545 N Las Vegas Blvd, Las Vegas, NV 89115",,Bing Maps,address
36.2205811,-115.0897598,"3545 Las Vegas Blvd, Las Vegas, NV","3545 N Las Vegas Blvd, Las Vegas, NV 89115",,Bing Maps,address
36.223912,-115.0825468,"3570 Las Vegas Blvd, Las Vegas, NV","3570 N Las Vegas Blvd, Las Vegas, NV 89115",,Bing Maps,address
36.223912,-115.0825468,"3570 Las Vegas Blvd, Las Vegas, NV","3570 N Las Vegas Blvd, Las Vegas, NV 89115",,Bing Maps,address
36.220975,-115.0880206,"3555 Las Vegas Blvd, Las Vegas, NV","3555 N Las Vegas Blvd, Las Vegas, NV 89115",,Bing Maps,address
36.2261429,-115.0791867,"3645 Las Vegas Blvd, Las Vegas, NV","3645 N Las Vegas Blvd, Las Vegas, NV 89115",,Bing Maps,address
36.2261429,-115.0791867,"3645 Las Vegas Blvd, Las Vegas, NV","3645 N Las Vegas Blvd, Las Vegas, NV 89115",,Bing Maps,address
36.2261429,-115.0791867,"3645 Las Vegas Blvd, Las Vegas, NV","3645 N Las Vegas Blvd, Las Vegas, NV 89115",,Bing Maps,address
36.2263213,-115.0788883,"3655 Las Vegas Blvd, Las Vegas, NV","3655 N Las Vegas Blvd, Las Vegas, NV 89115",,Bing Maps,address
36.2263213,-115.0788883,"3655 Las Vegas Blvd, Las Vegas, NV","3655 N Las Vegas Blvd, Las Vegas, NV 89115",,Bing Maps,address
36.2266204,-115.0783827,"3667 Las Vegas Blvd, Las Vegas, NV","3667 N Las Vegas Blvd, Las Vegas, NV 89115",,Bing Maps,address
36.2242661,-115.0823906,"3595 Las Vegas Blvd, Las Vegas, NV","3595 N Las Vegas Blvd, Las Vegas, NV 89115",,Bing Maps,address
36.1145439,-115.195694,"4321 W. Flamingo Rd., Las Vegas, NV","4321 W Flamingo Rd, Las Vegas, NV 89103",,Bing Maps,address
36.1440125,-115.1917953,"3713 west Sahara , Las Vegas , NV","3713 W Sahara Ave, Las Vegas, NV 89102",,Bing Maps,address
36.2242661,-115.0823906,"3595 Las Vegas blvd, Las Vegas , NV","3595 N Las Vegas Blvd, Las Vegas, NV 89115",,Bing Maps,address
36.115116,-115.223609,"6020 W. Flamingo Rd unit 10, las Vegas , NV","6020 W Flamingo Rd, Las Vegas, NV 89103",,Bing Maps,address
36.2196057,-115.0903635,"3475 Las Vegas Blvd, Las Vegas , NV","3475 N Las Vegas Blvd, Las Vegas, NV 89115",,Bing Maps,address
39.5198784,-119.8136063,"236 California Ave. , Reno, NV","236 California Ave, Reno, NV 89509",,Bing Maps,address
39.5177727,-119.8081894,"26 Cheney St. , Reno, NV","26 Cheney St, Reno, NV 89501",,Bing Maps,address
39.5177921,-119.8091383,"719 S. Virginia St. , Reno, NV","719 S Virginia St, Reno, NV 89501",,Bing Maps,address
39.5252228,-119.8137054,"50 N. Sierra #104, Reno, NV","50 N Sierra St, Reno, NV 89501",,Bing Maps,address
,,"Peppermill Resort Spa Casino, Reno, NV",-,,Bing Maps,
39.525026,-119.8162032,"252 W. 1st street, Reno, NV","252 W 1st St, Reno, NV 89501",,Bing Maps,address
39.4974861,-119.8015518,"2707 S. Virginia , Reno, NV","2707 S Virginia St, Reno, NV 89502",,Bing Maps,address
39.5256996,-119.8138657,"100 North Sierra, Reno, NV","100 N Sierra St, Reno, NV 89501",,Bing Maps,address
39.552124,-119.7479782,"2290 4th st, Sparks, NV","2290 4th St, Sparks, NV 89431",,Bing Maps,address
39.534359,-119.7341919,"200 N McCarran blv, Sparks, NV","200 N McCarran Blvd, Sparks, NV 89431",,Bing Maps,address
42.6534729,-73.7516327,"25 Chapel Street, Albany, NY","25 Chapel St, Albany, NY 12210",,Bing Maps,address
42.6534729,-73.7516327,"25 Chapel Street, Albany, NY","25 Chapel St, Albany, NY 12210",,Bing Maps,address
40.7588053,-73.9255267,"33-02 34th Ave, Astoria, NY","33-02 34th Ave, Astoria, NY 11106",,Bing Maps,address
40.7653542,-73.9189987,"3009 34th St. , Astoria, NY","3009 34th St, Astoria, NY 11103",,Bing Maps,address
40.7630794,-73.9209381,"34-04 31st Avenue, Astoria, NY","34-04 31st Ave, Astoria, NY 11106",,Bing Maps,address
40.772731,-73.916496,"24-01 29th street, Astoria, NY","2401 29th St, Astoria, NY 11102",,Bing Maps,address
40.7630794,-73.9209381,"34-04 31st Avenue, Astoria, NY","34-04 31st Ave, Astoria, NY 11106",,Bing Maps,address
40.7224808,-73.2460403,"70 East Main Street, Bay Shore, NY","70 E Main St, Bay Shore, NY 11706",,Bing Maps,address
40.765435,-73.7716142,"213-41 39th ave, Bayside, NY","213-41 39th Ave, Bayside, NY 11361",,Bing Maps,address
41.2201805,-73.6270218,"954 Old Post Road, Bedford, NY","954 Old Post Rd, Bedford, NY 10506",,Bing Maps,address
40.7031708,-73.9322662,"970 Flushing Ave, Brooklyn, NY","970 Flushing Ave, Brooklyn, NY 11206",,Bing Maps,address
40.7183342,-73.9446869,"442 Graham Ave, Brooklyn, NY","442 Graham Ave, Brooklyn, NY 11211",,Bing Maps,address
40.7184561,-73.9488485,"79 Richardson St., Brooklyn, NY","79 Richardson St, Brooklyn, NY 11211",,Bing Maps,address
40.686046,-73.994453,"234 Court St, Brooklyn, NY","234 Court St, Brooklyn, NY 11201",,Bing Maps,address
40.5940552,-73.9779129,"162 5th Ave, Brooklyn, NY","162 Avenue V, Brooklyn, NY 11223",,Bing Maps,address
40.6855278,-73.9819717,"494 Atlantic Ave, Brooklyn, NY","494 Atlantic Ave, Brooklyn, NY 11217",,Bing Maps,address
40.7172928,-73.9579391,"195 Bedford Ave, Brooklyn, NY","195 Bedford Ave, Brooklyn, NY 11211",,Bing Maps,address
40.7077561,-73.9217368,"445 Troutman St, Brooklyn, NY","445 Troutman St, Brooklyn, NY 11237",,Bing Maps,address
40.7141647,-73.9617538,"302 Bedford Ave. , Brooklyn, NY","302 Bedford Ave, Brooklyn, NY 11211",,Bing Maps,address
40.6724301,-73.9576918,"618 St. John's Place, Brooklyn, NY","618 St Johns Pl, Brooklyn, NY 11238",,Bing Maps,address
40.6869375,-73.9937923,"208 Court St, Brooklyn, NY","208 Court St, Brooklyn, NY 11201",,Bing Maps,address
40.6739159,-73.9571075,"724 Franklin Ave, Brooklyn, NY","724 Franklin Ave, Brooklyn, NY 11238",,Bing Maps,address
40.689415,-73.9861374,"42 Hoyt Street, Brooklyn, NY","42 Hoyt St, Brooklyn, NY 11201",,Bing Maps,address
40.7183914,-73.9434586,"193 Frost Ave, Brooklyn, NY","193 Frost St, Brooklyn, NY 11211",,Bing Maps,address
40.6699745,-73.9582846,"818 Franklin Ave, Brooklyn, NY","818 Franklin Ave, Brooklyn, NY 11225",,Bing Maps,address
40.7220329,-73.9577749,"80 Wythe Ave, Brooklyn, NY","80 Wythe Ave, Brooklyn, NY 11249",,Bing Maps,address
40.6907234,-73.9951935,"145 Atlantic Avenue, Brooklyn, NY","145 Atlantic Ave, Brooklyn, NY 11201",,Bing Maps,address
40.663063,-73.9843979,"441 7th Ave, Brooklyn, NY","441 7th Ave, Brooklyn, NY 11215",,Bing Maps,address
40.6849899,-74.003006,"208 Columbia st, Brooklyn, NY","208 Columbia St, Brooklyn, NY 11231",,Bing Maps,address
40.7131407,-73.9580572,"272 Grand St, Brooklyn, NY","272 Grand St, Brooklyn, NY 11211",,Bing Maps,address
40.5956867,-73.9656942,"577 5th ave, Brooklyn, NY","577 Avenue V, Brooklyn, NY 11223",,Bing Maps,address
40.71138,-73.9492416,"559 Grand st, Brooklyn, NY","559 Grand St, Brooklyn, NY 11211",,Bing Maps,address
40.6857681,-73.9908447,"175 Smith st, Brooklyn, NY","175 Smith St, Brooklyn, NY 11201",,Bing Maps,address
40.674804,-73.981246,"247 Fifth Ave, Brooklyn, NY","247 5th Ave, Brooklyn, NY 11215",,Bing Maps,address
40.663063,-73.9843979,"441 7th Ave, Brooklyn, NY","441 7th Ave, Brooklyn, NY 11215",,Bing Maps,address
40.5945884,-73.975672,"247 5th Ave, Brooklyn, NY","247 Avenue V, Brooklyn, NY 11223",,Bing Maps,address
40.6654434,-73.9825745,"369 7th Ave , Brooklyn, NY","369 7th Ave, Brooklyn, NY 11215",,Bing Maps,address
40.7249146,-73.9511261,"674 Manhattan Ave, Brooklyn, NY","674 Manhattan Ave, Brooklyn, NY 11222",,Bing Maps,address
40.6852875,-74.0003738,"521 Hicks St, Brooklyn, NY","521 Hicks St, Brooklyn, NY 11231",,Bing Maps,address
40.7188721,-73.9453812,"451 Graham Avenue, Brooklyn, NY","451 Graham Ave, Brooklyn, NY 11222",,Bing Maps,address
40.7167015,-73.9652481,"229 Kent Avenue, Brooklyn, NY","229 Kent Ave, Brooklyn, NY 11249",,Bing Maps,address
40.672828,-73.962455,"793 Washington Avenue, Brooklyn, NY","793 Washington Ave, Brooklyn, NY 11238",,Bing Maps,address
40.63248,-74.027671,"7316 3rd Ave, Brooklyn, NY","7316 3rd Ave, Brooklyn, NY 11209",,Bing Maps,address
40.6326675,-73.9669266,"n/a, Brooklyn, NY","Brooklyn, NY",,Bing Maps,Neighborhood
40.7113495,-73.9607697,"177 south 4th street , Brooklyn, NY","177 S 4th St, Brooklyn, NY 11211",,Bing Maps,address
40.7109566,-73.9482727,"588 Grand Street, Brooklyn, NY","588 Grand St, Brooklyn, NY 11211",,Bing Maps,address
40.7143517,-73.9579544,"302 Metropolitan Avenue, Brooklyn, NY","302 Metropolitan Ave, Brooklyn, NY 11211",,Bing Maps,address
40.7197876,-73.9581375,"82 Berry St , Brooklyn, NY","82 Berry St, Brooklyn, NY 11249",,Bing Maps,address
42.9129715,-78.8783417,"220 Lexington ave., Buffalo, NY","220 Lexington Ave, Buffalo, NY 14222",,Bing Maps,address
42.65493,-73.728546,"100, Centrall Valley, NY","100 Central Ave, Rensselaer, NY 12144",,Bing Maps,address
40.8562224,-73.6405367,"74 Shore Rd, Glen Cove, NY","74 Shore Rd, Glen Cove, NY 11542",,Bing Maps,address
40.7833214,-73.7146759,"661 Northern Blvd, Great Neck, NY","661 Northern Blvd, Great Neck, NY 11021",,Bing Maps,address
41.1039925,-72.3593597,"308a Main Street , Greenport, NY","308 Main St, Greenport, NY 11944",,Bing Maps,address
40.851059,-73.1622162,"325 Nesconset Hwy, Hauppauge, NY","Nesconset Hwy, Smithtown, NY 11787",,Bing Maps,street
40.649978,-73.8374403,"164-49 Cross Bay Blvd, Howard Beach, NY","164-49 Cross Bay Blvd, Howard Beach, NY 11414",,Bing Maps,address
40.7481703,-73.8783923,"88-08 Roosevelt Ave, Jackson Heights, NY","88-08 Roosevelt Ave, Jackson Heights, NY 11372",,Bing Maps,address
40.7076944,-73.7867016,"92-06 173rd st Jamaica, Jamaica, NY","92-06 173rd St, Jamaica, NY 11433",,Bing Maps,address
42.0965791,-79.2394971,"114 E. 3rd Street, Jamestown, NY","114 E 3rd St, Jamestown, NY 14701",,Bing Maps,address
40.9283685,-73.7523244,"147 Larchmont Ave, Larchmont, NY","147 Larchmont Ave, Larchmont, NY 10538",,Bing Maps,address
40.7473412,-73.9570541,"4610 Center Blvd, Long Island City, NY","4610 Center Blvd, Long Island City, NY 11101",,Bing Maps,address
40.7478994,-73.9401146,"27-24 Jackson Ave, Long Island City, NY","27-24 Jackson Ave, Long Island City, NY 11101",,Bing Maps,address
40.7259827,-73.9846268,"433 East 6th St, Lower East Side, NY","433 E 6th St, New York, NY 10009",,Bing Maps,address
40.6742292,-73.6701389,"243 Hempstead Ave, Malverne, NY","243 Hempstead Ave, Malverne, NY 11565",,Bing Maps,address
40.7563591,-73.9536209,"112 east , Manhattan, NY","East Rd, New York, NY 10044",,Bing Maps,street
40.7224426,-73.9925308,"9 Stanton Street, Manhattan , NY","9 Stanton St, New York, NY 10002",,Bing Maps,address
40.9965591,-72.5379639,"2255 Wickham Ave, Mattituck, NY","2255 Wickham Ave, Mattituck, NY 11952",,Bing Maps,address
41.4450391,-74.4209274,"27 West Main Street, Middletown, NY","27 W Main St, Middletown, NY 10940",,Bing Maps,address
41.9533768,-73.5097046,"52 Main Street, Millerton, NY","52 Main St, Millerton, NY 12546",,Bing Maps,address
42.1001552,-79.2498303,"785 , Monroe, NY","785 Monroe St, Jamestown, NY 14701",,Bing Maps,address
41.2018814,-73.7254868,"241 East Main Street, Mount Kisco, NY","241 E Main St, Mount Kisco, NY 10549",,Bing Maps,address
40.759502,-73.9815849,"120 West 49th Street, New York, NY","120 W 49th St, New York, NY 10020",,Bing Maps,address
